Date,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,Year,Month,DayOfWeek,DayName,Quarter,Is_Weekend,Is_HK_Holiday,Is_ML_Holiday,Is_CNY,Is_GoldenWeek,Is_Easter,Is_Both_Holiday,Is_Any_Holiday,Is_Holiday,Traffic_Level,Traffic_Binary
2026-02-26,571604,242531,64163,878298,2026,2,3,Thursday,1,0,0,0,0,0,0,0,0,0,High,1
2026-02-27,632012,229500,67633,929145,2026,2,4,Friday,1,0,0,0,0,0,0,0,0,0,High,1
2026-02-28,732323,239410,72378,1044111,2026,2,5,Saturday,1,1,0,0,0,0,0,0,0,0,VeryHigh,1
2026-03-01,727189,243874,79180,1050243,2026,3,6,Sunday,1,1,0,0,0,0,0,0,0,0,VeryHigh,1
2026-03-02,562472,159028,64866,786366,2026,3,0,Monday,1,0,0,0,0,0,0,0,0,0,High,1
2026-03-03,511440,122804,60444,694688,2026,3,1,Tuesday,1,0,0,0,0,0,0,0,0,0,Medium,0
2026-03-04,534648,141092,63082,738822,2026,3,2,Wednesday,1,0,0,0,0,0,0,0,0,0,Medium,0
2026-03-05,568238,156694,63333,788265,2026,3,3,Thursday,1,0,0,0,0,0,0,0,0,0,High,1
2026-03-06,679941,182921,73837,936699,2026,3,4,Friday,1,0,0,0,0,0,0,0,0,0,High,1
2026-03-07,819903,264311,78924,1163138,2026,3,5,Saturday,1,1,0,0,0,0,0,0,0,0,VeryHigh,1
2026-03-08,820889,228370,84621,1133880,2026,3,6,Sunday,1,1,0,0,0,0,0,0,0,0,VeryHigh,1
